MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932829,0.2680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.4060000,0.1247324,0.0879995,-0.2685584
MsgID.LOCAL_VELOCITY,31.4060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932822,0.2630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.6560000,0.0448069,0.0274429,-0.2635068
MsgID.LOCAL_VELOCITY,31.6560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932806,0.2460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.9060000,-0.1338452,0.0028250,-0.2465944
MsgID.LOCAL_VELOCITY,31.9060000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932826,0.2230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.1560000,0.0890512,0.1050634,-0.2234212
MsgID.LOCAL_VELOCITY,32.1560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932824,0.1900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.4060000,0.0685039,0.0349556,-0.1900271
MsgID.LOCAL_VELOCITY,32.4060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932818,0.1570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.6560000,-0.0014423,-0.1279015,-0.1576592
MsgID.LOCAL_VELOCITY,32.6560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7932813,0.1200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.9060000,-0.0484805,0.1101133,-0.1206174
MsgID.LOCAL_VELOCITY,32.9060000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957493,37.7932810,0.0900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.1560000,-0.0901506,0.1894101,-0.0901453
MsgID.LOCAL_VELOCITY,33.1560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932816,0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.4060000,-0.0172683,0.0907625,-0.0573844
MsgID.LOCAL_VELOCITY,33.4060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932816,0.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.6560000,-0.0162852,-0.0388568,-0.0300670
MsgID.LOCAL_VELOCITY,33.6560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932805,0.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.9070000,-0.1381008,-0.1037492,-0.0006552
MsgID.LOCAL_VELOCITY,33.9070000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957536,37.7932815,-0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.1570000,-0.0291297,-0.1857676,0.0223442
MsgID.LOCAL_VELOCITY,34.1570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932829,-0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.4070000,0.1307084,-0.0685970,0.0431672
MsgID.LOCAL_VELOCITY,34.4070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932821,-0.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.6570000,0.0347887,0.0007451,0.0547150
MsgID.LOCAL_VELOCITY,34.6570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932804,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.9070000,-0.1475239,0.0014280,0.0579663
MsgID.LOCAL_VELOCITY,34.9070000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932801,-0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.1570000,-0.1800361,0.0554240,0.0506584
MsgID.LOCAL_VELOCITY,35.1570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932813,-0.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.4070000,-0.0487133,0.1861195,0.0293949
MsgID.LOCAL_VELOCITY,35.4070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932830,0.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.6570000,0.1357401,0.0698491,-0.0006431
MsgID.LOCAL_VELOCITY,35.6570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932827,0.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.9070000,0.1081174,-0.0679761,-0.0457948
MsgID.LOCAL_VELOCITY,35.9070000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932816,0.0900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.1570000,-0.0215045,0.0727362,-0.0900162
MsgID.LOCAL_VELOCITY,36.1570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932828,0.1390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.4070000,0.1177669,0.1860988,-0.1393259
MsgID.LOCAL_VELOCITY,36.4070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932815,0.1750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.6570000,-0.0274222,0.1456898,-0.1757092
MsgID.LOCAL_VELOCITY,36.6570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7932804,0.2030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.9070000,-0.1467414,0.1409814,-0.2030202
MsgID.LOCAL_VELOCITY,36.9070000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932804,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.1570000,-0.1535581,-0.0030009,-0.2087249
MsgID.LOCAL_VELOCITY,37.1570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932802,0.1900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.4070000,-0.1786197,-0.0983269,-0.1907368
MsgID.LOCAL_VELOCITY,37.4070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932816,0.1550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.6580000,-0.0192408,0.0064468,-0.1550732
MsgID.LOCAL_VELOCITY,37.6580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957532,37.7932824,0.0980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.9080000,0.0753724,-0.1487114,-0.0984610
MsgID.LOCAL_VELOCITY,37.9080000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932807,0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,38.1580000,-0.1143133,-0.0881444,-0.0442820
MsgID.LOCAL_VELOCITY,38.1580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932809,-0.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
